log_id,drone_id,delivery_id,timestamp,battery_level,gps_signal,weather_condition,status
LOG012754,D081,DEL02126,2026-02-22 00:45:17,90.05,0.78,,ACTIVE
LOG012755,D081,DEL02126,2026-02-22 00:50:13,88.49,0.811,storm,ACTIVE
LOG012756,D081,DEL02126,2026-02-22 00:55:10,86.94,0.645,storm,COMPLETED
LOG012757,D082,DEL02127,2026-01-13 16:50:28,99.94,0.681,storm,ACTIVE
LOG012758,D082,DEL02127,2026-01-13 16:59:43,,0.791,storm,ACTIVE
LOG012759,D082,DEL02127,2026-01-13 17:08:59,93.43,0.768,storm,ACTIVE
LOG012760,D082,DEL02127,2026-01-13 17:18:15,,0.973,storm,ACTIVE
LOG012761,D082,DEL02127,2026-01-13 17:27:31,86.93,0.676,storm,ACTIVE
LOG012762,D082,DEL02127,2026-01-13 17:36:46,83.67,0.889,storm,COMPLETED
LOG012763,D079,DEL02128,2025-10-11 05:56:45,99.75,0.721,windy,ACTIVE
LOG012764,D079,DEL02128,2025-10-11 06:01:27,97.43,0.933,windy,ACTIVE
LOG012765,D079,DEL02128,2025-10-11 06:06:10,95.11,0.833,clear,ACTIVE
LOG012766,D079,DEL02128,2025-10-11 06:10:53,92.8,0.997,windy,ACTIVE
LOG012767,D079,DEL02128,2025-10-11 06:15:36,90.48,0.88,windy,ACTIVE
LOG012768,D079,DEL02128,2025-10-11 06:20:19,88.16,0.678,windy,COMPLETED
LOG012769,D100,DEL02129,2025-10-03 02:15:15,87.59,0.939,heavy_rain,ACTIVE
LOG012770,D100,DEL02129,2025-10-03 02:16:31,85.9,0.991,heavy_rain,ACTIVE
LOG012771,D100,DEL02129,2025-10-03 02:17:48,84.21,0.578,heavy_rain,ACTIVE
LOG012772,D100,DEL02129,2025-10-03 02:19:05,82.52,0.743,heavy_rain,ACTIVE
LOG012773,D100,DEL02129,2025-10-03 02:20:22,80.83,0.964,storm,ACTIVE
LOG012774,D100,DEL02129,2025-10-03 02:21:39,79.13,0.867,heavy_rain,FAILED
LOG012775,D066,DEL02130,2026-03-25 22:31:21,88.28,0.655,clear,ACTIVE
LOG012776,D066,DEL02130,2026-03-25 22:44:27,84.35,0.967,clear,ACTIVE
LOG012777,D066,DEL02130,2026-03-25 22:57:33,80.42,0.632,clear,ACTIVE
LOG012778,D066,DEL02130,2026-03-25 23:10:40,76.49,0.988,clear,ACTIVE
LOG012779,D066,DEL02130,2026-03-25 23:23:46,72.56,0.773,clear,ACTIVE
LOG012780,D066,DEL02130,2026-03-25 23:36:52,68.63,0.69,clear,COMPLETED
LOG012781,D094,DEL02131,2025-12-04 08:58:01,92.78,0.812,windy,ACTIVE
LOG012782,D094,DEL02131,2025-12-04 09:14:35,82.17,0.783,windy,ACTIVE
LOG012783,D094,DEL02131,2025-12-04 09:31:10,71.56,0.975,cloudy,ACTIVE
LOG012784,D094,DEL02131,2025-12-04 09:47:44,60.95,0.857,windy,ACTIVE
LOG012785,D094,DEL02131,2025-12-04 10:04:19,50.33,0.832,windy,ACTIVE
LOG012786,D094,DEL02131,2025-12-04 10:20:53,39.72,0.763,windy,COMPLETED
LOG012787,D038,DEL02132,2025-11-26 03:48:32,83.59,0.956,heavy_rain,ACTIVE
LOG012788,D038,DEL02132,2025-11-26 03:50:14,82.1,0.699,heavy_rain,ACTIVE
LOG012789,D038,DEL02132,2025-11-26 03:51:56,80.61,0.637,heavy_rain,ACTIVE
LOG012790,D038,DEL02132,2025-11-26 03:53:38,79.13,0.834,heavy_rain,ACTIVE
LOG012791,D038,DEL02132,2025-11-26 03:55:21,77.64,0.662,storm,ACTIVE
LOG012792,D038,DEL02132,2025-11-26 03:57:03,76.15,0.65,heavy_rain,FAILED
LOG012793,D089,DEL02133,2026-03-29 04:51:37,82.47,0.912,heavy_rain,ACTIVE
LOG012794,D089,DEL02133,2026-03-29 04:56:19,80.33,0.959,heavy_rain,ACTIVE
LOG012795,D089,DEL02133,2026-03-29 05:01:02,78.19,0.555,heavy_rain,ACTIVE
LOG012796,D089,DEL02133,2026-03-29 05:05:44,76.05,0.655,heavy_rain,ACTIVE
LOG012797,D089,DEL02133,2026-03-29 05:10:27,73.91,0.808,heavy_rain,ACTIVE
LOG012798,D089,DEL02133,2026-03-29 05:15:10,71.77,,heavy_rain,COMPLETED
LOG012799,D039,DEL02134,2026-02-19 03:56:01,79.56,0.979,,ACTIVE
LOG012800,D039,DEL02134,2026-02-19 03:58:23,78.17,0.752,heavy_rain,ACTIVE
LOG012801,D039,DEL02134,2026-02-19 04:00:46,76.78,0.906,heavy_rain,ACTIVE
LOG012802,D039,DEL02134,2026-02-19 04:03:09,75.39,0.838,heavy_rain,ACTIVE
LOG012803,D039,DEL02134,2026-02-19 04:05:32,74.0,0.762,heavy_rain,ACTIVE
LOG012804,D039,DEL02134,2026-02-19 04:07:55,72.6,0.89,heavy_rain,COMPLETED
LOG012805,D008,DEL02135,2026-01-31 04:45:02,92.66,0.869,clear,ACTIVE
LOG012806,D008,DEL02135,2026-01-31 04:53:35,88.28,0.604,clear,ACTIVE
LOG012807,D008,DEL02135,2026-01-31 05:02:08,83.9,0.754,,ACTIVE
LOG012808,D008,DEL02135,2026-01-31 05:10:41,79.52,0.755,heavy_rain,ACTIVE
LOG012809,D008,DEL02135,2026-01-31 05:19:15,75.14,0.562,clear,ACTIVE
LOG012810,D008,DEL02135,2026-01-31 05:27:48,70.76,0.758,clear,COMPLETED
LOG012811,D022,DEL02136,2026-01-20 05:43:15,86.12,0.616,clear,ACTIVE
LOG012812,D022,DEL02136,2026-01-20 05:44:12,85.26,0.584,clear,ACTIVE
LOG012813,D022,DEL02136,2026-01-20 05:45:09,84.4,0.979,clear,ACTIVE
LOG012814,D022,DEL02136,2026-01-20 05:46:07,83.54,0.575,clear,ACTIVE
LOG012815,D022,DEL02136,2026-01-20 05:47:04,6.4,0.759,clear,ACTIVE
LOG012816,D022,DEL02136,2026-01-20 05:48:02,11.6,0.9,windy,FAILED
LOG012817,D038,DEL02137,2026-03-07 01:43:39,86.21,0.557,cloudy,ACTIVE
LOG012818,D038,DEL02137,2026-03-07 01:44:38,85.66,0.935,,ACTIVE
LOG012819,D038,DEL02137,2026-03-07 01:45:38,85.11,0.957,cloudy,ACTIVE
LOG012820,D038,DEL02137,2026-03-07 01:46:37,84.57,0.721,cloudy,ACTIVE
LOG012821,D038,DEL02137,2026-03-07 01:47:37,84.02,0.938,cloudy,ACTIVE
LOG012822,D038,DEL02137,2026-03-07 01:48:37,83.47,0.677,cloudy,COMPLETED
LOG012823,D037,DEL02138,2026-01-03 03:08:46,75.86,0.555,windy,ACTIVE
LOG012824,D037,DEL02138,2026-01-03 03:14:50,72.92,0.902,windy,ACTIVE
LOG012825,D037,DEL02138,2026-01-03 03:20:55,69.98,0.562,windy,ACTIVE
LOG012826,D037,DEL02138,2026-01-03 03:26:59,67.03,0.624,windy,ACTIVE
LOG012827,D037,DEL02138,2026-01-03 03:33:04,64.09,0.667,windy,ACTIVE
LOG012828,D037,DEL02138,2026-01-03 03:39:08,61.14,0.954,windy,COMPLETED
LOG012829,D065,DEL02139,2025-10-15 22:12:14,91.59,0.9,clear,ACTIVE
LOG012830,D065,DEL02139,2025-10-15 22:18:38,88.83,0.677,clear,ACTIVE
LOG012831,D065,DEL02139,2025-10-15 22:25:03,86.06,0.763,clear,ACTIVE
LOG012832,D065,DEL02139,2025-10-15 22:31:28,83.29,0.905,cloudy,ACTIVE
LOG012833,D065,DEL02139,2025-10-15 22:37:53,80.52,0.618,clear,ACTIVE
LOG012834,D065,DEL02139,2025-10-15 22:44:18,77.75,0.948,heavy_rain,COMPLETED
LOG012835,D017,DEL02140,2026-01-28 13:49:32,86.7,0.752,heavy_rain,ACTIVE
LOG012836,D017,DEL02140,2026-01-28 13:54:21,84.35,0.932,heavy_rain,ACTIVE
LOG012837,D017,DEL02140,2026-01-28 13:59:11,82.01,0.709,heavy_rain,ACTIVE
LOG012838,D017,DEL02140,2026-01-28 14:04:01,79.66,0.845,heavy_rain,ACTIVE
LOG012839,D017,DEL02140,2026-01-28 14:08:50,77.32,0.738,heavy_rain,ACTIVE
LOG012840,D017,DEL02140,2026-01-28 14:13:40,74.97,0.59,heavy_rain,COMPLETED
LOG012841,D033,DEL02141,2025-10-03 18:11:26,92.51,0.86,clear,ACTIVE
LOG012842,D033,DEL02141,2025-10-03 18:16:21,89.11,0.649,clear,ACTIVE
LOG012843,D033,DEL02141,2025-10-03 18:21:16,85.71,0.733,clear,ACTIVE
LOG012844,D033,DEL02141,2025-10-03 18:26:12,82.31,0.837,clear,ACTIVE
LOG012845,D033,DEL02141,2025-10-03 18:31:07,16.72,0.738,clear,ACTIVE
LOG012846,D033,DEL02141,2025-10-03 18:36:03,8.61,0.65,clear,FAILED
LOG012847,D023,DEL02142,2026-03-26 17:31:12,93.2,0.817,cloudy,ACTIVE
LOG012848,D023,DEL02142,2026-03-26 17:32:49,92.43,0.94,cloudy,ACTIVE
LOG012849,D023,DEL02142,2026-03-26 17:34:27,,0.942,cloudy,ACTIVE
LOG012850,D023,DEL02142,2026-03-26 17:36:05,90.9,0.718,heavy_rain,ACTIVE
LOG012851,D023,DEL02142,2026-03-26 17:37:43,90.13,0.935,cloudy,ACTIVE
LOG012852,D023,DEL02142,2026-03-26 17:39:21,89.37,0.61,cloudy,COMPLETED
LOG012853,D020,DEL02143,2026-02-05 23:53:16,89.47,0.911,clear,ACTIVE
LOG012854,D020,DEL02143,2026-02-05 23:58:01,86.5,0.807,clear,ACTIVE
LOG012855,D020,DEL02143,2026-02-06 00:02:46,83.54,0.793,clear,ACTIVE
LOG012856,D020,DEL02143,2026-02-06 00:07:32,80.58,0.811,,ACTIVE
LOG012857,D020,DEL02143,2026-02-06 00:12:17,77.62,0.647,clear,ACTIVE
LOG012858,D020,DEL02143,2026-02-06 00:17:02,74.65,0.667,clear,COMPLETED
LOG012859,D023,DEL02144,2025-11-20 17:31:31,80.93,0.68,clear,ACTIVE
LOG012860,D023,DEL02144,2025-11-20 17:36:03,77.08,0.569,clear,ACTIVE
LOG012861,D023,DEL02144,2025-11-20 17:40:35,73.24,0.941,clear,ACTIVE
LOG012862,D023,DEL02144,2025-11-20 17:45:07,69.39,0.95,clear,ACTIVE
LOG012863,D023,DEL02144,2025-11-20 17:49:39,5.32,0.85,clear,ACTIVE
LOG012864,D023,DEL02144,2025-11-20 17:54:11,7.18,0.893,clear,FAILED
LOG012865,D024,DEL02145,2026-03-05 05:20:36,78.53,0.992,cloudy,ACTIVE
LOG012866,D024,DEL02145,2026-03-05 05:26:24,75.72,0.845,cloudy,ACTIVE
LOG012867,D024,DEL02145,2026-03-05 05:32:13,72.91,0.689,cloudy,ACTIVE
LOG012868,D024,DEL02145,2026-03-05 05:38:01,70.09,0.704,cloudy,ACTIVE
LOG012869,D024,DEL02145,2026-03-05 05:43:50,67.28,0.692,cloudy,ACTIVE
LOG012870,D024,DEL02145,2026-03-05 05:49:38,64.46,0.697,cloudy,COMPLETED
LOG012871,D005,DEL02146,2025-12-06 13:47:14,76.17,0.807,storm,ACTIVE
LOG012872,D005,DEL02146,2025-12-06 13:51:49,72.05,0.582,storm,ACTIVE
LOG012873,D005,DEL02146,2025-12-06 13:56:25,67.94,0.802,heavy_rain,ACTIVE
LOG012874,D005,DEL02146,2025-12-06 14:01:01,63.82,0.885,storm,ACTIVE
LOG012875,D005,DEL02146,2025-12-06 14:05:37,14.96,0.965,storm,ACTIVE
LOG012876,D005,DEL02146,2025-12-06 14:10:13,15.04,0.815,windy,FAILED
LOG012877,D077,DEL02147,2026-03-09 13:30:37,90.94,0.966,cloudy,ACTIVE
LOG012878,D077,DEL02147,2026-03-09 13:31:39,90.33,0.667,cloudy,ACTIVE
LOG012879,D077,DEL02147,2026-03-09 13:32:42,89.73,0.593,cloudy,ACTIVE
LOG012880,D077,DEL02147,2026-03-09 13:33:45,89.12,0.807,cloudy,ACTIVE
LOG012881,D077,DEL02147,2026-03-09 13:34:48,88.51,0.605,cloudy,ACTIVE
LOG012882,D077,DEL02147,2026-03-09 13:35:51,87.9,0.99,cloudy,COMPLETED
LOG012883,D064,DEL02148,2026-02-24 04:07:18,93.35,0.805,cloudy,ACTIVE
LOG012884,D064,DEL02148,2026-02-24 04:15:10,89.17,0.615,cloudy,ACTIVE
LOG012885,D064,DEL02148,2026-02-24 04:23:02,84.99,0.941,cloudy,ACTIVE
LOG012886,D064,DEL02148,2026-02-24 04:30:54,80.8,0.983,cloudy,ACTIVE
LOG012887,D064,DEL02148,2026-02-24 04:38:47,76.62,0.155,cloudy,ACTIVE
LOG012888,D064,DEL02148,2026-02-24 04:46:39,72.44,0.078,cloudy,FAILED
LOG012889,D050,DEL02149,2025-11-16 04:54:55,91.25,0.861,clear,ACTIVE
LOG012890,D050,DEL02149,2025-11-16 04:56:43,90.18,0.656,clear,ACTIVE
LOG012891,D050,DEL02149,2025-11-16 04:58:32,89.11,0.693,clear,ACTIVE
LOG012892,D050,DEL02149,2025-11-16 05:00:21,88.04,0.985,,ACTIVE
LOG012893,D050,DEL02149,2025-11-16 05:02:10,86.97,0.581,clear,ACTIVE
LOG012894,D050,DEL02149,2025-11-16 05:03:59,85.9,0.784,heavy_rain,COMPLETED
LOG012895,D082,DEL02150,2025-11-02 11:35:47,87.71,0.61,clear,ACTIVE
LOG012896,D082,DEL02150,2025-11-02 11:36:46,87.15,0.808,clear,ACTIVE
LOG012897,D082,DEL02150,2025-11-02 11:37:46,86.59,0.775,clear,ACTIVE
LOG012898,D082,DEL02150,2025-11-02 11:38:45,86.03,0.841,clear,ACTIVE
LOG012899,D082,DEL02150,2025-11-02 11:39:45,85.48,0.663,clear,ACTIVE
LOG012900,D082,DEL02150,2025-11-02 11:40:45,84.92,0.876,clear,COMPLETED
LOG012901,D094,DEL02151,2026-03-13 11:13:34,96.17,0.812,windy,ACTIVE
LOG012902,D094,DEL02151,2026-03-13 11:18:42,94.74,0.643,windy,ACTIVE
LOG012903,D094,DEL02151,2026-03-13 11:23:50,93.31,0.839,windy,ACTIVE
LOG012904,D094,DEL02151,2026-03-13 11:28:58,91.88,,windy,ACTIVE
LOG012905,D094,DEL02151,2026-03-13 11:34:06,90.45,0.904,windy,ACTIVE
LOG012906,D094,DEL02151,2026-03-13 11:39:14,89.02,0.86,windy,COMPLETED
LOG012907,D083,DEL02152,2025-11-21 08:10:20,99.47,0.781,clear,ACTIVE
LOG012908,D083,DEL02152,2025-11-21 08:15:17,95.74,0.934,clear,ACTIVE
LOG012909,D083,DEL02152,2025-11-21 08:20:15,92.01,0.675,clear,ACTIVE
LOG012910,D083,DEL02152,2025-11-21 08:25:12,88.28,0.661,clear,ACTIVE
LOG012911,D083,DEL02152,2025-11-21 08:30:10,84.55,0.937,clear,ACTIVE
LOG012912,D083,DEL02152,2025-11-21 08:35:07,80.82,0.991,clear,COMPLETED
LOG012913,D022,DEL02153,2025-12-30 02:27:58,87.16,0.904,cloudy,ACTIVE
LOG012914,D022,DEL02153,2025-12-30 02:39:27,82.8,0.891,cloudy,ACTIVE
LOG012915,D022,DEL02153,2025-12-30 02:50:56,78.44,0.851,cloudy,ACTIVE
LOG012916,D022,DEL02153,2025-12-30 03:02:26,,0.861,cloudy,ACTIVE
LOG012917,D022,DEL02153,2025-12-30 03:13:55,69.72,0.674,cloudy,ACTIVE
LOG012918,D022,DEL02153,2025-12-30 03:25:24,65.36,0.917,cloudy,COMPLETED
LOG012919,D039,DEL02154,2026-01-01 11:33:41,83.48,0.755,storm,ACTIVE
LOG012920,D039,DEL02154,2026-01-01 11:36:57,79.8,0.866,storm,ACTIVE
LOG012921,D039,DEL02154,2026-01-01 11:40:13,76.11,0.608,storm,ACTIVE
LOG012922,D039,DEL02154,2026-01-01 11:43:29,72.43,0.972,storm,ACTIVE
LOG012923,D039,DEL02154,2026-01-01 11:46:45,68.75,0.137,storm,ACTIVE
LOG012924,D039,DEL02154,2026-01-01 11:50:01,65.06,0.186,storm,FAILED
LOG012925,D049,DEL02155,2026-02-10 17:23:14,,0.646,cloudy,ACTIVE
LOG012926,D049,DEL02155,2026-02-10 17:31:36,88.51,0.569,cloudy,ACTIVE
LOG012927,D049,DEL02155,2026-02-10 17:39:58,84.75,0.926,cloudy,ACTIVE
LOG012928,D049,DEL02155,2026-02-10 17:48:21,80.99,0.8,cloudy,ACTIVE
LOG012929,D049,DEL02155,2026-02-10 17:56:43,77.23,0.97,,ACTIVE
LOG012930,D049,DEL02155,2026-02-10 18:05:06,73.47,0.903,cloudy,COMPLETED
LOG012931,D034,DEL02156,2025-10-29 04:26:50,97.33,0.753,cloudy,ACTIVE
LOG012932,D034,DEL02156,2025-10-29 04:34:01,92.54,0.706,windy,ACTIVE
LOG012933,D034,DEL02156,2025-10-29 04:41:12,87.75,0.867,cloudy,ACTIVE
LOG012934,D034,DEL02156,2025-10-29 04:48:23,82.96,0.767,cloudy,ACTIVE
LOG012935,D034,DEL02156,2025-10-29 04:55:35,78.17,0.806,cloudy,ACTIVE
LOG012936,D034,DEL02156,2025-10-29 05:02:46,73.38,0.562,cloudy,COMPLETED
LOG012937,D056,DEL02157,2025-10-03 07:17:08,98.42,0.887,cloudy,ACTIVE
LOG012938,D056,DEL02157,2025-10-03 07:18:59,97.65,0.726,cloudy,ACTIVE
LOG012939,D056,DEL02157,2025-10-03 07:20:50,96.88,0.655,cloudy,ACTIVE
LOG012940,D056,DEL02157,2025-10-03 07:22:41,96.11,0.587,cloudy,ACTIVE
LOG012941,D056,DEL02157,2025-10-03 07:24:32,95.34,0.923,cloudy,ACTIVE
LOG012942,D056,DEL02157,2025-10-03 07:26:24,94.57,0.66,,COMPLETED
LOG012943,D058,DEL02158,2025-12-14 04:16:05,76.38,0.628,clear,ACTIVE
LOG012944,D058,DEL02158,2025-12-14 04:17:54,75.58,0.952,clear,ACTIVE
LOG012945,D058,DEL02158,2025-12-14 04:19:44,74.78,0.963,clear,ACTIVE
LOG012946,D058,DEL02158,2025-12-14 04:21:33,73.98,0.716,clear,ACTIVE
LOG012947,D058,DEL02158,2025-12-14 04:23:23,73.18,0.846,storm,ACTIVE
LOG012948,D058,DEL02158,2025-12-14 04:25:12,72.38,0.797,clear,COMPLETED
LOG012949,D088,DEL02159,2025-10-08 23:09:21,75.68,0.897,windy,ACTIVE
LOG012950,D088,DEL02159,2025-10-08 23:12:28,74.23,0.928,windy,ACTIVE
LOG012951,D088,DEL02159,2025-10-08 23:15:35,72.78,0.906,windy,ACTIVE
LOG012952,D088,DEL02159,2025-10-08 23:18:43,71.33,0.639,windy,ACTIVE
LOG012953,D088,DEL02159,2025-10-08 23:21:50,69.88,0.998,windy,ACTIVE
LOG012954,D088,DEL02159,2025-10-08 23:24:58,68.43,0.722,windy,COMPLETED
LOG012955,D069,DEL02160,2026-02-01 18:36:42,98.85,0.807,heavy_rain,ACTIVE
LOG012956,D069,DEL02160,2026-02-01 18:38:30,97.68,0.71,heavy_rain,ACTIVE
LOG012957,D069,DEL02160,2026-02-01 18:40:19,96.51,0.598,heavy_rain,ACTIVE
LOG012958,D069,DEL02160,2026-02-01 18:42:08,95.34,0.902,heavy_rain,ACTIVE
LOG012959,D069,DEL02160,2026-02-01 18:43:57,94.16,0.564,storm,ACTIVE
LOG012960,D069,DEL02160,2026-02-01 18:45:46,92.99,0.922,heavy_rain,FAILED
LOG012961,D056,DEL02161,2026-01-27 13:04:08,84.14,0.911,clear,ACTIVE
LOG012962,D056,DEL02161,2026-01-27 13:06:46,81.58,0.624,clear,ACTIVE
LOG012963,D056,DEL02161,2026-01-27 13:09:24,79.02,0.645,clear,ACTIVE
LOG012964,D056,DEL02161,2026-01-27 13:12:02,76.47,0.83,clear,ACTIVE
LOG012965,D056,DEL02161,2026-01-27 13:14:40,,0.787,clear,ACTIVE
LOG012966,D056,DEL02161,2026-01-27 13:17:18,5.25,0.972,clear,FAILED
LOG012967,D035,DEL02162,2025-11-21 20:43:09,86.33,0.705,storm,ACTIVE
LOG012968,D035,DEL02162,2025-11-21 20:47:47,83.94,0.565,storm,ACTIVE
LOG012969,D035,DEL02162,2025-11-21 20:52:26,81.54,0.669,heavy_rain,ACTIVE
LOG012970,D035,DEL02162,2025-11-21 20:57:05,79.15,0.769,storm,ACTIVE
LOG012971,D035,DEL02162,2025-11-21 21:01:44,76.75,0.906,storm,ACTIVE
LOG012972,D035,DEL02162,2025-11-21 21:06:22,74.36,0.823,storm,COMPLETED
LOG012973,D084,DEL02163,2026-01-22 10:27:40,79.99,0.964,clear,ACTIVE
LOG012974,D084,DEL02163,2026-01-22 10:32:05,77.65,0.551,clear,ACTIVE
LOG012975,D084,DEL02163,2026-01-22 10:36:31,75.32,0.937,clear,ACTIVE
LOG012976,D084,DEL02163,2026-01-22 10:40:56,72.98,0.867,clear,ACTIVE
LOG012977,D084,DEL02163,2026-01-22 10:45:22,70.64,0.99,clear,ACTIVE
LOG012978,D084,DEL02163,2026-01-22 10:49:48,68.31,0.941,clear,COMPLETED
LOG012979,D099,DEL02164,2026-02-09 03:05:04,93.42,0.875,clear,ACTIVE
LOG012980,D099,DEL02164,2026-02-09 03:06:17,92.36,0.62,clear,ACTIVE
LOG012981,D099,DEL02164,2026-02-09 03:07:31,91.3,0.791,clear,ACTIVE
LOG012982,D099,DEL02164,2026-02-09 03:08:45,90.24,0.827,clear,ACTIVE
LOG012983,D099,DEL02164,2026-02-09 03:09:59,89.18,0.221,clear,ACTIVE
LOG012984,D099,DEL02164,2026-02-09 03:11:13,88.12,0.181,clear,FAILED
LOG012985,D087,DEL02165,2026-01-23 07:39:14,89.39,0.754,cloudy,ACTIVE
LOG012986,D087,DEL02165,2026-01-23 07:47:00,85.87,0.645,cloudy,ACTIVE
LOG012987,D087,DEL02165,2026-01-23 07:54:46,82.35,0.675,cloudy,ACTIVE
LOG012988,D087,DEL02165,2026-01-23 08:02:33,78.84,0.736,cloudy,ACTIVE
LOG012989,D087,DEL02165,2026-01-23 08:10:19,75.32,,cloudy,ACTIVE
LOG012990,D087,DEL02165,2026-01-23 08:18:05,71.8,0.678,clear,COMPLETED
LOG012991,D044,DEL02166,2026-02-09 14:23:43,75.6,0.665,storm,ACTIVE
LOG012992,D044,DEL02166,2026-02-09 14:25:52,73.85,0.837,storm,ACTIVE
LOG012993,D044,DEL02166,2026-02-09 14:28:02,72.11,0.956,storm,ACTIVE
LOG012994,D044,DEL02166,2026-02-09 14:30:12,70.37,0.889,storm,ACTIVE
LOG012995,D044,DEL02166,2026-02-09 14:32:22,,0.576,storm,ACTIVE
LOG012996,D044,DEL02166,2026-02-09 14:34:31,17.1,0.767,storm,FAILED
LOG012997,D071,DEL02167,2025-10-03 01:17:49,86.52,0.905,cloudy,ACTIVE
LOG012998,D071,DEL02167,2025-10-03 01:23:54,83.66,0.877,cloudy,ACTIVE
LOG012999,D071,DEL02167,2025-10-03 01:30:00,80.8,0.585,cloudy,ACTIVE
LOG013000,D071,DEL02167,2025-10-03 01:36:06,77.94,0.719,clear,ACTIVE
LOG013001,D071,DEL02167,2025-10-03 01:42:12,75.08,0.704,storm,ACTIVE
LOG013002,D071,DEL02167,2025-10-03 01:48:17,72.22,0.701,cloudy,COMPLETED
LOG013003,D009,DEL02168,2025-10-03 07:44:39,77.09,0.998,cloudy,ACTIVE
LOG013004,D009,DEL02168,2025-10-03 07:51:43,73.34,0.912,cloudy,ACTIVE
LOG013005,D009,DEL02168,2025-10-03 07:58:47,69.59,0.819,cloudy,ACTIVE
LOG013006,D009,DEL02168,2025-10-03 08:05:52,65.84,0.891,cloudy,ACTIVE
LOG013007,D009,DEL02168,2025-10-03 08:12:56,62.09,0.719,cloudy,ACTIVE
LOG013008,D009,DEL02168,2025-10-03 08:20:01,58.33,0.958,cloudy,COMPLETED
LOG013009,D068,DEL02169,2025-10-21 04:14:34,90.51,0.555,clear,ACTIVE
LOG013010,D068,DEL02169,2025-10-21 04:30:32,82.28,0.694,clear,ACTIVE
LOG013011,D068,DEL02169,2025-10-21 04:46:31,74.05,0.822,clear,ACTIVE
LOG013012,D068,DEL02169,2025-10-21 05:02:29,65.82,0.645,clear,ACTIVE
LOG013013,D068,DEL02169,2025-10-21 05:18:28,57.59,0.943,windy,ACTIVE
LOG013014,D068,DEL02169,2025-10-21 05:34:26,49.36,0.666,clear,COMPLETED
LOG013015,D029,DEL02170,2026-02-18 19:54:46,89.08,0.747,clear,ACTIVE
LOG013016,D029,DEL02170,2026-02-18 19:56:54,87.3,0.798,windy,ACTIVE
LOG013017,D029,DEL02170,2026-02-18 19:59:03,85.52,0.921,clear,ACTIVE
LOG013018,D029,DEL02170,2026-02-18 20:01:12,83.74,0.579,clear,ACTIVE
LOG013019,D029,DEL02170,2026-02-18 20:03:21,81.96,0.953,clear,ACTIVE
LOG013020,D029,DEL02170,2026-02-18 20:05:30,,0.857,clear,FAILED
LOG013021,D025,DEL02171,2025-10-07 14:38:46,,0.95,storm,ACTIVE
LOG013022,D025,DEL02171,2025-10-07 14:43:19,77.49,0.899,storm,ACTIVE
LOG013023,D025,DEL02171,2025-10-07 14:47:52,74.42,0.705,storm,ACTIVE
LOG013024,D025,DEL02171,2025-10-07 14:52:25,71.36,0.609,storm,ACTIVE
LOG013025,D025,DEL02171,2025-10-07 14:56:59,68.29,0.735,storm,ACTIVE
LOG013026,D025,DEL02171,2025-10-07 15:01:32,65.22,0.82,storm,COMPLETED
LOG013027,D012,DEL02172,2025-10-12 01:05:20,83.23,0.795,cloudy,ACTIVE
LOG013028,D012,DEL02172,2025-10-12 01:20:36,77.01,0.994,cloudy,ACTIVE
LOG013029,D012,DEL02172,2025-10-12 01:35:53,70.79,0.622,cloudy,ACTIVE
LOG013030,D012,DEL02172,2025-10-12 01:51:10,64.57,0.774,cloudy,ACTIVE
LOG013031,D012,DEL02172,2025-10-12 02:06:27,58.35,0.942,cloudy,ACTIVE
LOG013032,D012,DEL02172,2025-10-12 02:21:44,52.13,0.782,cloudy,COMPLETED
LOG013033,D028,DEL02173,2026-01-25 09:20:11,75.65,0.94,storm,ACTIVE
LOG013034,D028,DEL02173,2026-01-25 09:29:02,70.69,0.971,storm,ACTIVE
LOG013035,D028,DEL02173,2026-01-25 09:37:54,65.73,0.794,storm,ACTIVE
LOG013036,D028,DEL02173,2026-01-25 09:46:46,60.78,0.578,storm,ACTIVE
LOG013037,D028,DEL02173,2026-01-25 09:55:38,55.82,0.956,heavy_rain,ACTIVE
LOG013038,D028,DEL02173,2026-01-25 10:04:30,50.86,0.622,windy,COMPLETED
LOG013039,D016,DEL02174,2025-10-17 18:35:22,93.49,0.687,cloudy,ACTIVE
LOG013040,D016,DEL02174,2025-10-17 18:42:32,91.62,0.617,cloudy,ACTIVE
LOG013041,D016,DEL02174,2025-10-17 18:49:43,89.74,0.642,cloudy,ACTIVE
LOG013042,D016,DEL02174,2025-10-17 18:56:54,87.86,0.911,cloudy,ACTIVE
LOG013043,D016,DEL02174,2025-10-17 19:04:05,85.98,0.642,cloudy,ACTIVE
LOG013044,D016,DEL02174,2025-10-17 19:11:15,84.1,0.93,cloudy,COMPLETED
LOG013045,D049,DEL02175,2026-02-05 11:01:14,84.24,0.807,heavy_rain,ACTIVE
LOG013046,D049,DEL02175,2026-02-05 11:08:38,79.56,0.64,heavy_rain,ACTIVE
LOG013047,D049,DEL02175,2026-02-05 11:16:02,74.88,0.979,heavy_rain,ACTIVE
LOG013048,D049,DEL02175,2026-02-05 11:23:27,70.19,0.626,heavy_rain,ACTIVE
LOG013049,D049,DEL02175,2026-02-05 11:30:51,65.51,0.611,heavy_rain,ACTIVE
LOG013050,D049,DEL02175,2026-02-05 11:38:16,60.83,0.873,heavy_rain,COMPLETED
