delivery_id,drone_id,source,destination,distance_km,start_time,end_time,status
DEL02084,D009,Warehouse-North,Zone-22,20.25,2026-01-25 04:05:23,2026-01-25 04:19:59,SUCCESS
DEL02085,D077,Hub-Central,Zone-11,34.95,2026-02-27 18:43:14,2026-02-27 19:27:38,SUCCESS
DEL02086,D064,Warehouse-North,Zone-03,54.41,2026-02-03 05:52:01,2026-02-03 06:58:35,SUCCESS
DEL02087,D028,Warehouse-South,Zone-29,29.49,2026-03-08 15:39:09,2026-03-08 16:08:01,SUCCESS
DEL02088,D075,Warehouse-North,Zone-25,40.71,2026-03-25 09:28:41,2026-03-25 09:57:04,SUCCESS
DEL02089,D019,Warehouse-South,Zone-15,32.75,2026-02-06 07:55:49,2026-02-06 08:29:22,SUCCESS
DEL02090,D069,Hub-Central,Zone-20,5.62,2025-11-26 14:30:13,2025-11-26 14:36:43,SUCCESS
DEL02091,D074,Warehouse-South,Zone-07,22.24,2025-12-26 19:54:56,2025-12-26 20:15:12,SUCCESS
DEL02092,D088,Warehouse-East,Zone-10,23.37,2026-03-20 09:05:54,2026-03-20 09:22:43,SUCCESS
DEL02093,D073,Warehouse-East,Zone-30,27.41,2026-03-04 05:55:25,2026-03-04 06:20:41,SUCCESS
DEL02094,D056,Warehouse-East,Zone-03,37.86,2026-02-17 09:08:58,2026-02-17 09:36:34,SUCCESS
DEL02095,D075,Hub-West,Zone-17,20.07,2025-10-02 13:50:18,2025-10-02 14:19:49,SUCCESS
DEL02096,D052,Warehouse-South,Zone-28,32.35,2026-03-14 14:16:24,2026-03-14 15:05:15,SUCCESS
DEL02097,D038,Warehouse-East,Zone-29,42.21,2025-10-13 02:51:15,2025-10-13 03:09:33,FAILED
DEL02098,D071,Warehouse-North,Zone-23,41.04,2025-10-11 07:35:28,2025-10-11 08:31:29,SUCCESS
DEL02099,D072,Warehouse-East,Zone-04,48.12,2026-03-09 08:59:15,2026-03-09 09:29:22,FAILED
DEL02100,D037,Warehouse-North,Zone-08,20.88,2026-03-18 02:21:34,2026-03-18 02:45:11,SUCCESS
DEL02101,D056,Hub-West,Zone-13,17.46,2026-02-14 08:35:28,2026-02-14 08:48:12,FAILED
DEL02102,D081,Hub-Central,Zone-13,16.77,2025-12-01 18:34:50,2025-12-01 18:46:50,SUCCESS
DEL02103,D049,Hub-West,Zone-07,32.24,2025-12-24 12:07:57,2025-12-24 12:52:04,SUCCESS
DEL02104,D085,Hub-Central,Zone-05,31.89,2025-11-03 16:08:58,2025-11-03 16:31:39,SUCCESS
DEL02105,D025,Hub-Central,Zone-27,42.95,2026-01-16 20:27:07,2026-01-16 21:03:56,SUCCESS
DEL02106,D047,Hub-Central,Zone-05,19.59,2026-03-13 02:30:35,2026-03-13 02:57:28,SUCCESS
DEL02107,D037,Warehouse-South,Zone-05,73.78,2026-03-19 11:14:35,2026-03-19 13:07:09,SUCCESS
DEL02108,D002,Warehouse-North,Zone-05,25.64,2025-10-14 22:21:38,2025-10-14 22:42:23,SUCCESS
DEL02109,D093,Hub-Central,Zone-22,47.65,2026-03-21 19:52:48,2026-03-21 20:43:47,SUCCESS
DEL02110,D056,Warehouse-North,Zone-05,33.49,2025-10-27 08:45:39,2025-10-27 09:13:24,SUCCESS
DEL02111,D083,Hub-Central,Zone-28,8.57,2026-03-06 11:57:36,2026-03-06 12:06:02,SUCCESS
DEL02112,D059,Hub-West,Zone-30,32.47,2026-03-23 12:23:46,2026-03-23 12:48:18,SUCCESS
DEL02113,D055,Warehouse-South,Zone-15,46.65,2026-01-30 00:32:54,2026-01-30 01:13:50,FAILED
DEL02114,D066,Hub-West,Zone-27,33.84,2025-12-22 08:33:51,2025-12-22 08:54:14,FAILED
DEL02115,D058,Warehouse-East,Zone-08,10.69,2025-12-14 16:54:01,2025-12-14 16:59:16,FAILED
DEL02116,D024,Hub-West,Zone-01,34.04,2025-12-22 11:34:49,2025-12-22 12:18:37,SUCCESS
DEL02117,D074,Warehouse-South,Zone-23,37.96,2026-01-05 17:34:46,2026-01-05 18:01:40,SUCCESS
DEL02118,D065,Hub-Central,Zone-30,42.75,2025-11-22 06:47:52,2025-11-22 07:06:02,FAILED
DEL02119,D070,Warehouse-East,Zone-02,15.82,2026-01-20 21:59:47,2026-01-20 22:16:33,SUCCESS
DEL02120,D005,Hub-Central,Zone-23,13.96,2026-01-19 07:46:08,2026-01-19 07:51:58,FAILED
DEL02121,D048,Hub-West,Zone-16,33.52,2025-10-22 23:23:03,2025-10-22 23:51:12,SUCCESS
DEL02122,D089,Warehouse-South,Zone-24,36.42,2025-10-16 13:07:16,2025-10-16 13:44:51,SUCCESS
DEL02123,D094,Warehouse-East,Zone-15,24.76,2026-01-11 05:14:21,2026-01-11 05:41:32,SUCCESS
DEL02124,D067,Hub-West,Zone-29,40.97,2025-10-16 04:35:58,2025-10-16 05:16:21,SUCCESS
DEL02125,D079,Warehouse-South,Zone-16,10.7,2025-10-18 04:11:23,2025-10-18 04:24:32,SUCCESS
DEL02126,D081,Warehouse-North,Zone-22,21.8,2026-02-22 00:30:28,2026-02-22 00:55:10,SUCCESS
DEL02127,D082,Hub-West,Zone-10,37.1,2026-01-13 16:50:28,2026-01-13 17:36:46,SUCCESS
DEL02128,D079,Warehouse-East,Zone-18,29.04,2025-10-11 05:56:45,2025-10-11 06:20:19,SUCCESS
DEL02129,D100,Hub-Central,Zone-15,21.91,2025-10-03 02:15:15,2025-10-03 02:21:39,FAILED
DEL02130,D066,Hub-Central,Zone-19,46.35,2026-03-25 22:31:21,2026-03-25 23:36:52,SUCCESS
DEL02131,D094,Hub-Central,Zone-12,90.04,2025-12-04 08:58:01,2025-12-04 10:20:53,SUCCESS
DEL02132,D038,Warehouse-South,Zone-02,17.86,2025-11-26 03:48:32,2025-11-26 03:57:03,FAILED
DEL02133,D089,Hub-West,Zone-24,19.02,2026-03-29 04:51:37,2026-03-29 05:15:10,SUCCESS
DEL02134,D039,Hub-West,Zone-09,15.61,2026-02-19 03:56:01,2026-02-19 04:07:55,SUCCESS
DEL02135,D008,Hub-Central,Zone-19,39.26,2026-01-31 04:45:02,2026-01-31 05:27:48,SUCCESS
DEL02136,D022,Warehouse-North,Zone-22,10.07,2026-01-20 05:43:15,2026-01-20 05:48:02,FAILED
DEL02137,D038,Hub-West,Zone-01,5.76,2026-03-07 01:43:39,2026-03-07 01:48:37,SUCCESS
DEL02138,D037,Warehouse-North,Zone-05,32.54,2026-01-03 03:08:46,2026-01-03 03:39:08,SUCCESS
DEL02139,D065,Warehouse-East,Zone-09,22.64,2025-10-15 22:12:14,2025-10-15 22:44:18,SUCCESS
DEL02140,D017,Warehouse-East,Zone-09,24.37,2026-01-28 13:49:32,2026-01-28 14:13:40,SUCCESS
DEL02141,D033,Warehouse-North,Zone-20,39.86,2025-10-03 18:11:26,2025-10-03 18:36:03,FAILED
DEL02142,D023,Hub-West,Zone-24,10.65,2026-03-26 17:31:12,2026-03-26 17:39:21,SUCCESS
DEL02143,D020,Hub-Central,Zone-12,30.49,2026-02-05 23:53:16,2026-02-06 00:17:02,SUCCESS
DEL02144,D023,Warehouse-South,Zone-16,37.34,2025-11-20 17:31:31,2025-11-20 17:54:11,FAILED
DEL02145,D024,Hub-West,Zone-28,26.58,2026-03-05 05:20:36,2026-03-05 05:49:38,SUCCESS
DEL02146,D005,Warehouse-North,Zone-05,50.3,2025-12-06 13:47:14,2025-12-06 14:10:13,FAILED
DEL02147,D077,Warehouse-South,Zone-27,6.55,2026-03-09 13:30:37,2026-03-09 13:35:51,SUCCESS
DEL02148,D064,Hub-Central,Zone-25,36.41,2026-02-24 04:07:18,2026-02-24 04:46:39,FAILED
DEL02149,D050,Hub-Central,Zone-24,10.41,2025-11-16 04:54:55,2025-11-16 05:03:59,SUCCESS
DEL02150,D082,Warehouse-South,Zone-19,5.97,2025-11-02 11:35:47,2025-11-02 11:40:45,SUCCESS
DEL02151,D094,Warehouse-East,Zone-02,16.52,2026-03-13 11:13:34,2026-03-13 11:39:14,SUCCESS
DEL02152,D083,Warehouse-North,Zone-02,38.83,2025-11-21 08:10:20,2025-11-21 08:35:07,SUCCESS
DEL02153,D022,Hub-Central,Zone-16,57.88,2025-12-30 02:27:58,2025-12-30 03:25:24,SUCCESS
DEL02154,D039,Hub-West,Zone-08,39.39,2026-01-01 11:33:41,2026-01-01 11:50:01,FAILED
DEL02155,D049,Hub-Central,Zone-16,29.17,2026-02-10 17:23:14,2026-02-10 18:05:06,SUCCESS
DEL02156,D034,Hub-West,Zone-28,45.65,2025-10-29 04:26:50,2025-10-29 05:02:46,SUCCESS
DEL02157,D056,Warehouse-East,Zone-30,7.55,2025-10-03 07:17:08,2025-10-03 07:26:24,SUCCESS
DEL02158,D058,Warehouse-East,Zone-17,8.53,2025-12-14 04:16:05,2025-12-14 04:25:12,SUCCESS
DEL02159,D088,Warehouse-North,Zone-30,19.59,2025-10-08 23:09:21,2025-10-08 23:24:58,SUCCESS
DEL02160,D069,Warehouse-East,Zone-28,10.42,2026-02-01 18:36:42,2026-02-01 18:45:46,FAILED
DEL02161,D056,Warehouse-East,Zone-11,20.84,2026-01-27 13:04:08,2026-01-27 13:17:18,FAILED
DEL02162,D035,Warehouse-North,Zone-09,29.9,2025-11-21 20:43:09,2025-11-21 21:06:22,SUCCESS
DEL02163,D084,Hub-Central,Zone-15,29.54,2026-01-22 10:27:40,2026-01-22 10:49:48,SUCCESS
DEL02164,D099,Warehouse-South,Zone-24,8.97,2026-02-09 03:05:04,2026-02-09 03:11:13,FAILED
DEL02165,D087,Warehouse-South,Zone-17,33.73,2026-01-23 07:39:14,2026-01-23 08:18:05,SUCCESS
DEL02166,D044,Warehouse-South,Zone-11,17.87,2026-02-09 14:23:43,2026-02-09 14:34:31,FAILED
DEL02167,D071,Warehouse-North,Zone-27,32.08,2025-10-03 01:17:49,2025-10-03 01:48:17,SUCCESS
DEL02168,D009,Hub-Central,Zone-04,42.56,2025-10-03 07:44:39,2025-10-03 08:20:01,SUCCESS
DEL02169,D068,Hub-Central,Zone-12,68.61,2025-10-21 04:14:34,2025-10-21 05:34:26,SUCCESS
DEL02170,D029,Warehouse-East,Zone-09,17.2,2026-02-18 19:54:46,2026-02-18 20:05:30,FAILED
DEL02171,D025,Warehouse-North,Zone-20,33.68,2025-10-07 14:38:46,2025-10-07 15:01:32,SUCCESS
DEL02172,D012,Hub-West,Zone-22,54.85,2025-10-12 01:05:20,2025-10-12 02:21:44,SUCCESS
DEL02173,D028,Warehouse-North,Zone-23,41.04,2026-01-25 09:20:11,2026-01-25 10:04:30,SUCCESS
DEL02174,D016,Hub-West,Zone-05,25.26,2025-10-17 18:35:22,2025-10-17 19:11:15,SUCCESS
DEL02175,D049,Hub-West,Zone-26,46.45,2026-02-05 11:01:14,2026-02-05 11:38:16,SUCCESS
DEL02176,D024,Warehouse-North,Zone-23,16.9,2026-03-23 23:40:12,2026-03-23 23:52:42,SUCCESS
DEL02177,D024,Warehouse-East,Zone-15,8.58,2025-11-19 04:37:48,2025-11-19 04:43:40,SUCCESS
DEL02178,D085,Hub-Central,Zone-30,38.23,2025-10-15 16:51:13,2025-10-15 17:27:55,SUCCESS
DEL02179,D036,Hub-Central,Zone-23,19.03,2026-02-27 09:28:24,2026-02-27 09:44:49,SUCCESS
DEL02180,D086,Warehouse-East,Zone-09,15.14,2026-02-27 11:54:11,2026-02-27 12:11:39,SUCCESS
DEL02181,D021,Warehouse-North,Zone-09,50.65,2026-03-01 14:28:17,2026-03-01 15:33:42,SUCCESS
DEL02182,D100,Hub-Central,Zone-13,35.59,2025-10-13 02:44:46,2025-10-13 03:06:10,FAILED
DEL02183,D043,Warehouse-East,Zone-27,12.55,2025-10-12 15:53:36,2025-10-12 16:04:55,SUCCESS
DEL02184,D034,Hub-Central,Zone-03,31.55,2025-11-04 13:12:41,2025-11-04 13:45:09,SUCCESS
DEL02185,D063,Warehouse-South,Zone-20,24.03,2026-03-30 07:31:32,2026-03-30 07:52:47,SUCCESS
DEL02186,D051,Hub-Central,Zone-04,6.53,2025-11-04 15:36:02,2025-11-04 15:44:24,SUCCESS
DEL02187,D019,Hub-Central,Zone-07,27.74,2026-01-13 23:31:42,2026-01-13 23:54:10,SUCCESS
DEL02188,D079,Warehouse-North,Zone-30,11.05,2026-02-02 22:10:23,2026-02-02 22:19:52,SUCCESS
DEL02189,D057,Warehouse-East,Zone-04,7.24,2026-02-16 22:00:25,2026-02-16 22:08:32,SUCCESS
DEL02190,D005,Warehouse-North,Zone-19,38.41,2025-10-15 03:49:46,2025-10-15 04:23:28,SUCCESS
DEL02191,D094,Hub-Central,Zone-01,80.61,2025-11-18 15:51:49,2025-11-18 16:44:10,SUCCESS
DEL02192,D064,Warehouse-North,Zone-30,53.94,2025-10-29 21:42:40,2025-10-29 22:31:01,SUCCESS
DEL02193,D005,Hub-Central,Zone-09,26.28,2026-02-07 01:17:15,2026-02-07 01:42:49,SUCCESS
DEL02194,D020,Warehouse-East,Zone-29,8.83,2026-02-13 22:29:37,2026-02-13 22:40:26,SUCCESS
DEL02195,D051,Warehouse-North,Zone-17,38.98,2026-01-20 14:01:03,2026-01-20 14:40:05,FAILED
DEL02196,D091,Hub-Central,Zone-16,11.92,2026-02-27 17:04:36,2026-02-27 17:12:42,SUCCESS
DEL02197,D056,Warehouse-North,Zone-18,9.4,2025-12-18 10:22:11,2025-12-18 10:36:05,SUCCESS
DEL02198,D029,Hub-Central,Zone-23,24.98,2025-10-01 15:24:48,2025-10-01 15:44:00,SUCCESS
DEL02199,D100,Warehouse-North,Zone-19,30.13,2026-01-02 14:35:31,2026-01-02 14:58:30,SUCCESS
DEL02200,D069,Warehouse-East,Zone-22,10.66,2025-12-09 16:40:50,2025-12-09 16:48:32,FAILED
DEL02201,D039,Warehouse-North,Zone-21,43.32,2025-12-17 19:00:01,2025-12-17 19:51:50,SUCCESS
DEL02202,D083,Warehouse-East,Zone-18,16.81,2025-10-18 14:32:19,2025-10-18 14:51:56,SUCCESS
DEL02203,D044,Hub-Central,Zone-25,55.33,2025-10-16 14:57:20,2025-10-16 15:38:10,SUCCESS
DEL02204,D099,Warehouse-South,Zone-06,41.23,2025-11-26 07:18:19,2025-11-26 07:47:47,SUCCESS
DEL02205,D071,Hub-Central,Zone-22,6.88,2025-10-08 15:17:47,2025-10-08 15:26:54,SUCCESS
DEL02206,D025,Hub-Central,Zone-29,44.39,2025-11-28 00:50:12,2025-11-28 01:25:24,FAILED
DEL02207,D014,Warehouse-East,Zone-16,8.49,2026-01-31 10:53:18,2026-01-31 10:59:54,SUCCESS
DEL02208,D011,Hub-Central,Zone-24,28.11,2026-03-21 21:23:49,2026-03-21 21:52:35,SUCCESS
DEL02209,D025,Warehouse-North,Zone-07,20.51,2025-10-28 04:10:53,2025-10-28 04:22:40,FAILED
DEL02210,D004,Hub-West,Zone-08,5.24,2026-02-17 18:13:37,2026-02-17 18:19:06,SUCCESS
DEL02211,D063,Warehouse-North,Zone-26,49.89,2025-12-15 11:47:16,2025-12-15 12:19:13,FAILED
DEL02212,D070,Warehouse-East,Zone-16,21.48,2026-02-02 22:29:48,2026-02-02 22:55:19,SUCCESS
DEL02213,D069,Hub-Central,Zone-01,25.31,2026-03-11 23:53:17,2026-03-12 00:04:12,FAILED
DEL02214,D005,Warehouse-North,Zone-11,12.04,2025-12-05 21:10:59,2025-12-05 21:19:42,SUCCESS
DEL02215,D093,Hub-Central,Zone-04,30.97,2025-10-09 07:31:48,2025-10-09 07:44:36,FAILED
DEL02216,D028,Hub-West,Zone-15,11.61,2026-03-06 17:22:33,2026-03-06 17:25:47,FAILED
DEL02217,D087,Hub-West,Zone-05,35.16,2026-03-18 23:25:33,2026-03-18 23:51:19,SUCCESS
DEL02218,D095,Warehouse-South,Zone-30,14.01,2026-01-21 11:56:48,2026-01-21 12:17:47,SUCCESS
DEL02219,D010,Warehouse-South,Zone-16,11.74,2025-10-08 03:51:44,2025-10-08 04:02:31,SUCCESS
DEL02220,D084,Hub-Central,Zone-30,51.8,2025-10-04 16:50:24,2025-10-04 17:52:20,SUCCESS
DEL02221,D080,Warehouse-South,Zone-23,28.4,2025-10-09 21:27:04,2025-10-09 21:53:34,SUCCESS
DEL02222,D084,Warehouse-North,Zone-06,18.16,2025-10-26 08:20:59,2025-10-26 08:43:32,SUCCESS
DEL02223,D081,Warehouse-East,Zone-27,19.54,2025-10-10 16:49:16,2025-10-10 17:17:27,SUCCESS
DEL02224,D013,Hub-West,Zone-06,62.43,2025-12-28 13:58:27,2025-12-28 14:28:39,FAILED
DEL02225,D076,Warehouse-North,Zone-04,55.61,2025-10-13 10:03:50,2025-10-13 10:56:37,SUCCESS
DEL02226,D064,Hub-West,Zone-08,51.12,2026-01-24 12:47:44,2026-01-24 13:38:02,SUCCESS
DEL02227,D009,Warehouse-South,Zone-14,58.0,2026-03-06 05:01:30,2026-03-06 05:55:44,SUCCESS
DEL02228,D044,Hub-Central,Zone-11,68.16,2026-03-07 13:57:43,2026-03-07 15:30:18,SUCCESS
DEL02229,D016,Hub-West,Zone-18,11.84,2026-02-10 20:04:58,2026-02-10 20:20:12,SUCCESS
DEL02230,D018,Warehouse-South,Zone-25,34.15,2025-12-02 10:43:02,2025-12-02 11:03:29,FAILED
DEL02231,D006,Warehouse-South,Zone-11,14.63,2026-01-24 03:58:39,2026-01-24 04:13:14,SUCCESS
DEL02232,D009,Warehouse-East,Zone-05,65.54,2025-10-24 10:42:53,2025-10-24 11:00:00,FAILED
DEL02233,D097,Warehouse-South,Zone-23,47.61,2025-12-20 14:45:33,2025-12-20 15:53:59,SUCCESS
DEL02234,D048,Warehouse-South,Zone-15,35.58,2026-01-16 11:04:01,2026-01-16 11:30:50,SUCCESS
DEL02235,D032,Hub-West,Zone-02,10.22,2026-03-29 17:57:38,2026-03-29 18:05:04,SUCCESS
DEL02236,D018,Hub-West,Zone-13,41.23,2025-10-20 09:53:02,2025-10-20 10:52:55,SUCCESS
DEL02237,D100,Warehouse-North,Zone-29,13.65,2025-10-31 15:11:07,2025-10-31 15:21:59,SUCCESS
DEL02238,D063,Warehouse-North,Zone-01,57.08,2025-10-16 16:11:40,2025-10-16 17:18:30,SUCCESS
DEL02239,D023,Warehouse-North,Zone-23,27.66,2026-03-29 20:06:39,2026-03-29 20:33:07,SUCCESS
DEL02240,D084,Warehouse-East,Zone-14,42.55,2026-01-24 06:59:05,2026-01-24 07:31:05,SUCCESS
DEL02241,D089,Hub-Central,Zone-23,35.18,2026-03-06 18:48:42,2026-03-06 19:34:48,SUCCESS
DEL02242,D017,Warehouse-South,Zone-21,15.46,2025-11-10 00:46:34,2025-11-10 01:09:49,SUCCESS
DEL02243,D035,Hub-Central,Zone-14,7.92,2026-01-10 13:45:41,2026-01-10 13:52:29,SUCCESS
DEL02244,D031,Hub-West,Zone-23,87.2,2025-11-03 21:27:25,2025-11-03 22:34:11,SUCCESS
DEL02245,D005,Warehouse-South,Zone-23,41.18,2026-01-24 18:49:43,2026-01-24 19:06:34,FAILED
DEL02246,D064,Warehouse-North,Zone-21,14.03,2026-01-27 20:21:31,2026-01-27 20:29:24,FAILED
DEL02247,D039,Hub-Central,Zone-01,14.84,2025-12-07 13:06:54,2025-12-07 13:24:49,SUCCESS
DEL02248,D072,Warehouse-South,Zone-04,46.63,2025-11-15 18:09:26,2025-11-15 19:02:27,SUCCESS
DEL02249,D068,Hub-West,Zone-12,48.19,2025-10-19 13:55:08,2025-10-19 14:27:04,SUCCESS
DEL02250,D098,Hub-West,Zone-08,11.84,2026-01-13 19:17:26,2026-01-13 19:29:34,SUCCESS
DEL02251,D060,Warehouse-South,Zone-09,26.34,2026-02-27 14:00:14,2026-02-27 14:18:53,SUCCESS
DEL02252,D007,Warehouse-North,Zone-26,52.93,2025-11-07 14:47:45,2025-11-07 15:42:37,SUCCESS
DEL02253,D020,Hub-Central,Zone-16,18.35,2026-02-11 01:28:02,2026-02-11 01:43:26,SUCCESS
DEL02254,D023,Warehouse-North,Zone-02,17.94,2025-11-01 00:32:01,2025-11-01 00:46:10,SUCCESS
DEL02255,D083,Warehouse-East,Zone-07,40.39,2025-12-10 17:15:45,2025-12-10 18:17:55,SUCCESS
DEL02256,D056,Warehouse-East,Zone-20,16.08,2025-11-18 19:31:26,2025-11-18 19:44:54,SUCCESS
DEL02257,D098,Warehouse-North,Zone-04,9.86,2025-12-27 23:49:15,2025-12-28 00:04:51,SUCCESS
DEL02258,D095,Hub-West,Zone-06,27.03,2025-10-11 04:27:55,2025-10-11 04:53:30,SUCCESS
DEL02259,D021,Warehouse-North,Zone-16,33.05,2026-03-02 12:39:29,2026-03-02 13:04:31,SUCCESS
DEL02260,D066,Warehouse-North,Zone-29,33.52,2025-10-23 12:54:09,2025-10-23 13:15:07,FAILED
DEL02261,D031,Hub-Central,Zone-19,87.57,2026-02-18 01:58:55,2026-02-18 03:52:35,SUCCESS
DEL02262,D075,Hub-Central,Zone-07,5.21,2025-12-03 07:08:27,2025-12-03 07:10:42,FAILED
DEL02263,D096,Warehouse-East,Zone-08,68.77,2026-02-09 10:21:41,2026-02-09 10:46:23,FAILED
DEL02264,D100,Warehouse-East,Zone-08,29.94,2025-10-22 09:15:22,2025-10-22 10:02:06,SUCCESS
DEL02265,D013,Hub-Central,Zone-28,51.7,2025-11-16 01:03:05,2025-11-16 01:38:04,SUCCESS
DEL02266,D026,Warehouse-South,Zone-03,67.54,2025-12-12 22:06:27,2025-12-12 23:04:58,SUCCESS
DEL02267,D061,Hub-Central,Zone-02,55.03,2026-01-22 14:43:39,2026-01-22 16:00:26,SUCCESS
DEL02268,D056,Warehouse-South,Zone-30,26.61,2025-10-29 03:28:31,2025-10-29 04:03:54,SUCCESS
DEL02269,D079,Warehouse-South,Zone-13,19.6,2025-12-28 08:24:40,2025-12-28 08:35:38,FAILED
DEL02270,D048,Hub-Central,Zone-24,31.63,2025-10-27 11:41:29,2025-10-27 12:08:16,SUCCESS
DEL02271,D025,Warehouse-East,Zone-09,17.5,2026-01-31 17:25:54,2026-01-31 17:38:19,SUCCESS
DEL02272,D026,Warehouse-South,Zone-02,47.1,2025-12-05 05:22:01,2025-12-05 05:54:14,FAILED
DEL02273,D089,Warehouse-North,Zone-09,7.87,2026-01-19 10:10:29,2026-01-19 10:17:38,SUCCESS
DEL02274,D018,Hub-Central,Zone-15,15.56,2025-10-22 13:48:24,2025-10-22 14:10:05,SUCCESS
DEL02275,D054,Warehouse-East,Zone-08,29.75,2025-11-03 05:51:21,2025-11-03 06:24:15,SUCCESS
DEL02276,D038,Warehouse-South,Zone-26,21.61,2026-01-26 05:08:51,2026-01-26 05:24:53,SUCCESS
DEL02277,D082,Warehouse-South,Zone-19,36.85,2026-01-27 17:55:38,2026-01-27 18:24:13,SUCCESS
DEL02278,D071,Warehouse-South,Zone-03,22.43,2026-03-16 00:36:27,2026-03-16 00:53:12,SUCCESS
DEL02279,D053,Hub-West,Zone-16,8.94,2026-03-16 09:47:13,2026-03-16 09:54:09,SUCCESS
DEL02280,D028,Hub-Central,Zone-27,56.57,2026-01-23 20:58:00,2026-01-23 21:23:31,FAILED
DEL02281,D060,Warehouse-North,Zone-24,37.97,2025-11-24 05:01:50,2025-11-24 05:33:19,SUCCESS
DEL02282,D055,Warehouse-South,Zone-08,75.26,2026-02-20 22:50:31,2026-02-21 00:03:54,SUCCESS
DEL02283,D042,Hub-West,Zone-08,5.07,2025-12-24 07:44:44,2025-12-24 07:50:05,SUCCESS
DEL02284,D076,Hub-West,Zone-29,28.55,2025-10-29 22:14:56,2025-10-29 22:54:18,SUCCESS
DEL02285,D001,Warehouse-North,Zone-02,32.82,2025-12-21 02:57:28,2025-12-21 03:24:24,SUCCESS
DEL02286,D061,Hub-West,Zone-02,29.59,2026-02-20 10:14:50,2026-02-20 10:36:58,SUCCESS
DEL02287,D055,Hub-Central,Zone-16,,2026-01-12 03:12:23,2026-01-12 03:41:44,SUCCESS
DEL02288,D090,Warehouse-North,Zone-15,40.03,2026-03-09 11:29:41,2026-03-09 12:21:47,SUCCESS
DEL02289,D064,Warehouse-North,Zone-18,61.65,2025-11-16 16:51:53,2025-11-16 17:24:12,FAILED
DEL02290,D097,Hub-Central,Zone-07,16.0,2025-10-03 09:53:43,2025-10-03 10:17:53,SUCCESS
DEL02291,D017,Warehouse-East,Zone-08,9.52,2025-12-09 14:17:29,2025-12-09 14:25:03,SUCCESS
DEL02292,D083,Warehouse-North,Zone-16,26.53,2025-10-18 14:49:48,2025-10-18 15:24:11,SUCCESS
DEL02293,D086,Warehouse-South,Zone-23,45.96,2025-11-29 04:38:29,2025-11-29 05:31:10,SUCCESS
DEL02294,D059,Hub-West,Zone-24,15.61,2026-03-16 14:12:24,2026-03-16 14:24:23,SUCCESS
DEL02295,D075,Hub-Central,Zone-15,50.49,2025-10-05 17:46:30,2025-10-05 18:31:15,SUCCESS
DEL02296,D099,Hub-Central,Zone-06,27.84,2025-10-27 22:02:03,2025-10-27 22:25:25,SUCCESS
DEL02297,D048,Hub-Central,Zone-23,33.27,2026-01-30 17:09:02,2026-01-30 17:30:22,FAILED
DEL02298,D082,Warehouse-North,Zone-13,5.98,2025-10-01 06:21:18,2025-10-01 06:28:54,SUCCESS
DEL02299,D089,Hub-West,Zone-02,34.9,2025-12-04 15:27:18,2025-12-04 15:37:42,FAILED
DEL02300,D038,Warehouse-East,Zone-23,24.35,2025-12-22 16:50:54,2025-12-22 17:12:36,FAILED
DEL02301,D079,Hub-West,Zone-26,10.36,2026-01-14 07:55:50,2026-01-14 08:06:20,SUCCESS
DEL02302,D027,Warehouse-North,Zone-20,36.74,2026-03-02 22:54:36,2026-03-02 23:40:33,SUCCESS
DEL02303,D043,Warehouse-North,Zone-17,21.54,2026-02-20 20:53:37,2026-02-20 21:21:21,SUCCESS
DEL02304,D087,Warehouse-North,Zone-04,32.23,2025-12-10 16:19:07,2025-12-10 16:48:17,SUCCESS
DEL02305,D050,Hub-Central,Zone-20,28.35,2025-12-10 23:46:36,2025-12-11 00:18:30,SUCCESS
DEL02306,D006,Warehouse-East,Zone-06,51.48,2025-12-10 23:41:06,2025-12-11 00:49:06,SUCCESS
DEL02307,D083,Warehouse-North,Zone-18,56.67,2026-01-17 12:09:08,2026-01-17 12:29:38,FAILED
DEL02308,D091,Warehouse-South,Zone-05,27.64,2026-02-28 05:07:23,2026-02-28 05:29:54,SUCCESS
DEL02309,D043,Hub-West,Zone-04,17.32,2025-11-16 08:06:32,2025-11-16 08:25:14,SUCCESS
DEL02310,D084,Hub-West,Zone-28,32.91,2026-01-01 21:56:28,2026-01-01 22:19:52,FAILED
DEL02311,D090,Warehouse-South,Zone-11,78.73,2025-11-10 17:42:38,2025-11-10 18:08:19,FAILED
DEL02312,D046,Warehouse-East,Zone-17,42.03,2026-03-24 08:40:16,2026-03-24 09:38:10,SUCCESS
DEL02313,D088,Warehouse-East,Zone-02,45.91,2025-12-22 02:59:33,2025-12-22 03:21:52,FAILED
DEL02314,D009,Warehouse-East,Zone-15,73.66,2025-12-12 09:26:17,2025-12-12 10:14:49,SUCCESS
DEL02315,D063,Hub-West,Zone-27,34.13,2026-01-06 08:55:36,2026-01-06 09:26:59,SUCCESS
DEL02316,D016,Hub-West,Zone-22,28.42,2025-12-31 07:07:20,2025-12-31 07:28:37,SUCCESS
DEL02317,D069,Warehouse-East,Zone-15,35.19,2026-03-24 15:44:47,2026-03-24 16:19:33,SUCCESS
DEL02318,D080,Warehouse-North,Zone-07,25.41,2025-12-11 11:41:02,2025-12-11 12:14:00,SUCCESS
DEL02319,D059,Warehouse-North,Zone-13,25.0,2025-10-17 22:53:17,2025-10-17 23:16:05,SUCCESS
